,Symbol,Name,MarketCap,IPOyear,Sector,industry
1918,JAGX,"Jaguar Health, Inc.",$20.99M,2015.0,Health Care,Major Pharmaceuticals
1919,JAKK,"JAKKS Pacific, Inc.",$25.2M,1996.0,Consumer Non-Durables,Recreational Products/Toys
1920,JRVR,"James River Group Holdings, Ltd.",$1.37B,2014.0,Finance,Property-Casualty Insurers
1921,JAN,JanOne Inc.,$6.82M,,Consumer Services,Home Furnishings
1922,JSML,Janus Henderson Small Cap Growth Alpha ETF,,,,
1923,JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,,,,
1924,JAZZ,Jazz Pharmaceuticals plc,$5.84B,2007.0,Health Care,Major Pharmaceuticals
1925,JD,"JD.com, Inc.",$104.74B,2014.0,Consumer Services,Other Specialty Stores
1926,JRSH,"Jerash Holdings (US), Inc.",$49.28M,2018.0,Consumer Non-Durables,Apparel
1927,JBLU,JetBlue Airways Corporation,$2.69B,2002.0,Transportation,Air Freight/Delivery Services
1928,JCTCF,Jewett-Cameron Trading Company,$22.63M,,Consumer Services,RETAIL: Building Materials
1929,JFIN,Jiayin Group Inc.,$219.88M,2019.0,Finance,Finance: Consumer Services
1930,JMPNL,JMP Group LLC,,,Finance,Investment Bankers/Brokers/Service
1931,JMPNZ,JMP Group LLC,,,Finance,Investment Bankers/Brokers/Service
1932,JBSS,"John B. Sanfilippo & Son, Inc.",$945.67M,1991.0,Consumer Non-Durables,Specialty Foods
1933,JOUT,Johnson Outdoors Inc.,$887.98M,,Consumer Non-Durables,Recreational Products/Toys
1934,JNCE,"Jounce Therapeutics, Inc.",$217.26M,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
1935,YY,JOYY Inc.,$6.82B,2012.0,Technology,EDP Services
1936,KALU,Kaiser Aluminum Corporation,$1.03B,,Capital Goods,Metal Fabrications
1937,KXIN,Kaixin Auto Holdings,$52.47M,2017.0,Consumer Durables,Automotive Aftermarket
1938,KALA,"Kala Pharmaceuticals, Inc.",$584.46M,2017.0,Health Care,Major Pharmaceuticals
1939,KLDO,"Kaleido Biosciences, Inc.",$252.77M,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
1940,KALV,"KalVista Pharmaceuticals, Inc.",$216.31M,2015.0,Health Care,Major Pharmaceuticals
1941,KMDA,Kamada Ltd.,$380.23M,2013.0,Health Care,Major Pharmaceuticals
1942,KNDI,"Kandi Technologies Group, Inc.",$251.03M,,Capital Goods,Auto Manufacturing
1943,KRTX,"Karuna Therapeutics, Inc.",$2.56B,2019.0,Health Care,Major Pharmaceuticals
1944,KPTI,Karyopharm Therapeutics Inc.,$1.38B,2013.0,Health Care,Major Pharmaceuticals
1945,KZIA,Kazia Therapeutics Limited,$26.49M,,Health Care,Major Pharmaceuticals
1946,KBLM,KBL Merger Corp. IV,$55.82M,2017.0,Finance,Business Services
1947,KBLMR,KBL Merger Corp. IV,,2017.0,Finance,Business Services
1948,KBLMU,KBL Merger Corp. IV,,2017.0,Finance,Business Services
1949,KBLMW,KBL Merger Corp. IV,,2017.0,Finance,Business Services
1950,KBSF,KBS Fashion Group Limited,$6.27M,2013.0,Consumer Non-Durables,Apparel
1951,KRNY,Kearny Financial,$625.8M,,Finance,Savings Institutions
1952,KELYA,"Kelly Services, Inc.",$540.2M,,Technology,Professional Services
1953,KELYB,"Kelly Services, Inc.",$552.76M,,Technology,Professional Services
1954,KFFB,Kentucky First Federal Bancorp,$54.47M,,Finance,Savings Institutions
1955,KROS,"Keros Therapeutics, Inc.",$673.57M,2020.0,Health Care,Major Pharmaceuticals
1956,KEQU,Kewaunee Scientific Corporation,$26.13M,,Capital Goods,Medical Specialities
1957,KTCC,Key Tronic Corporation,$63.27M,1983.0,Technology,Computer peripheral equipment
1958,KZR,"Kezar Life Sciences, Inc.",$233.88M,2018.0,Health Care,Major Pharmaceuticals
1959,KFRC,"Kforce, Inc.",$572.38M,1995.0,Technology,Professional Services
1960,KE,"Kimball Electronics, Inc.",$306.59M,,Technology,Electrical Products
1961,KBAL,"Kimball International, Inc.",$381.24M,,Consumer Durables,Home Furnishings
1962,KIN,"Kindred Biosciences, Inc.",$156.37M,2013.0,Health Care,Major Pharmaceuticals
1963,KGJI,Kingold Jewelry Inc.,$5.93M,,Miscellaneous,Business Services
1964,KC,Kingsoft Cloud Holdings Limited,$8.33B,2020.0,Technology,Computer Software: Prepackaged Software
1965,KINS,"Kingstone Companies, Inc",$53.43M,,Finance,Property-Casualty Insurers
1966,KNSA,"Kiniksa Pharmaceuticals, Ltd.",$1.35B,2018.0,Health Care,Major Pharmaceuticals
1967,KNSL,"Kinsale Capital Group, Inc.",$3.44B,2016.0,Finance,Property-Casualty Insurers
1968,KIRK,"Kirkland&#39;s, Inc.",$40.08M,2002.0,Consumer Services,Other Specialty Stores
1969,KTOV,Kitov Pharma Ltd.,$133.98M,2015.0,Health Care,Major Pharmaceuticals
1970,KTOVW,Kitov Pharma Ltd.,,2015.0,Health Care,Major Pharmaceuticals
1971,KLAC,KLA Corporation ,$31.57B,1980.0,Capital Goods,Electronic Components
1972,KLXE,"KLX Energy Services Holdings, Inc. ",$45M,,Energy,Oilfield Services/Equipment
1973,KOD,Kodiak Sciences Inc,$2.38B,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
1974,KOPN,Kopin Corporation,$109.53M,1992.0,Technology,Semiconductors
1975,KRNT,Kornit Digital Ltd.,$2.15B,2015.0,Capital Goods,Industrial Machinery/Components
1976,KOSS,Koss Corporation,$13.33M,,Consumer Non-Durables,Consumer Electronics/Appliances
1977,KWEB,KraneShares Trust KraneShares CSI China Internet ETF,$240.11M,,,
1978,KTOS,"Kratos Defense & Security Solutions, Inc.",$1.79B,,Capital Goods,Military/Government/Technical
1979,KRYS,"Krystal Biotech, Inc.",$834.21M,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
1980,KLIC,"Kulicke and Soffa Industries, Inc.",$1.45B,,Technology,Semiconductors
1981,KURA,"Kura Oncology, Inc.",$999.52M,,Health Care,Major Pharmaceuticals
1982,KRUS,"Kura Sushi USA, Inc.",$107.69M,2019.0,Consumer Services,Restaurants
1983,KVHI,"KVH Industries, Inc.",$135.67M,1996.0,Technology,Radio And Television Broadcasting And Communications Equipment
1984,FSTR,L.B. Foster Company,$122.7M,,Basic Industries,Metal Fabrications
1985,LJPC,La Jolla Pharmaceutical Company,$118.48M,1994.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
1986,LSBK,"Lake Shore Bancorp, Inc.",$77.11M,,Finance,Savings Institutions
1987,LBAI,"Lakeland Bancorp, Inc.",$497.06M,,Finance,Major Banks
1988,LKFN,Lakeland Financial Corporation,$1.09B,,Finance,Major Banks
1989,LAKE,"Lakeland Industries, Inc.",$199.97M,1986.0,Health Care,Industrial Specialties
1990,LRCX,Lam Research Corporation,$48.74B,1984.0,Technology,Industrial Machinery/Components
1991,LAMR,Lamar Advertising Company,$6.25B,1996.0,Consumer Services,Real Estate Investment Trusts
1992,LANC,Lancaster Colony Corporation,$4.21B,,Consumer Non-Durables,Packaged Foods
1993,LCA,"Landcadia Holdings II, Inc.",$555.41M,2019.0,Finance,Business Services
1994,LCAHU,"Landcadia Holdings II, Inc.",,2019.0,Finance,Business Services
1995,LCAHW,"Landcadia Holdings II, Inc.",,2019.0,Finance,Business Services
1996,LNDC,Landec Corporation,$227.04M,1996.0,Consumer Non-Durables,Packaged Foods
1997,LARK,Landmark Bancorp Inc.,$86.28M,,Finance,Major Banks
1998,LMRK,Landmark Infrastructure Partners LP,$245.86M,2014.0,Consumer Services,Real Estate
1999,LMRKN,Landmark Infrastructure Partners LP,,,Consumer Services,Real Estate
2000,LMRKO,Landmark Infrastructure Partners LP,,,Consumer Services,Real Estate
2001,LMRKP,Landmark Infrastructure Partners LP,,,Consumer Services,Real Estate
2002,LE,"Lands&#39; End, Inc.",$267.61M,,Consumer Services,Clothing/Shoe/Accessory Stores
2003,LSTR,"Landstar System, Inc.",$4.42B,1993.0,Transportation,Trucking Freight/Courier Services
2004,LTRN,Lantern Pharma Inc.,$81.76M,2020.0,Health Care,Major Pharmaceuticals
2005,LNTH,"Lantheus Holdings, Inc.",$959.05M,2015.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
2006,LTRX,"Lantronix, Inc.",$99.53M,2000.0,Technology,Computer Communications Equipment
2007,LRMR,"Larimar Therapeutics, Inc.",$179.97M,2014.0,Health Care,Major Pharmaceuticals
2008,LSCC,Lattice Semiconductor Corporation,$4.12B,,Technology,Semiconductors
2009,LAUR,"Laureate Education, Inc.",$1.94B,2017.0,Consumer Services,Other Consumer Services
2010,LAWS,"Lawson Products, Inc.",$259.9M,,Consumer Durables,Industrial Specialties
2011,LAZY,"Lazydays Holdings, Inc.",$70.59M,,Consumer Durables,Automotive Aftermarket
2012,LCNB,LCNB Corporation,$168.48M,,Finance,Major Banks
2013,LPTX,"LEAP THERAPEUTICS, INC.",$112.66M,,Health Care,Major Pharmaceuticals
2014,LEGH,Legacy Housing Corporation,$308.31M,2018.0,Basic Industries,Homebuilding
2015,LEGN,Legend Biotech Corporation,$5.02B,2020.0,Health Care,Major Pharmaceuticals
2016,INFR,Legg Mason Global Infrastructure ETF,,,,
2017,LVHD,Legg Mason Low Volatility High Dividend ETF,,,,
2018,SQLV,Legg Mason Small-Cap Quality Value ETF,,,,
2019,LACQ,Leisure Acquisition Corp.,$65.57M,2017.0,Finance,Business Services
2020,LACQU,Leisure Acquisition Corp.,,2017.0,Finance,Business Services
2021,LACQW,Leisure Acquisition Corp.,,2017.0,Finance,Business Services
2022,LMAT,"LeMaitre Vascular, Inc.",$520.89M,2006.0,Health Care,Medical/Dental Instruments
2023,TREE,"LendingTree, Inc.",$3.92B,,Finance,Finance: Consumer Services
2024,LEVL,"Level One Bancorp, Inc.",$127.93M,2018.0,Finance,Major Banks
2025,LXRX,"Lexicon Pharmaceuticals, Inc.",$197.89M,,Health Care,Major Pharmaceuticals
2026,LX,LexinFintech Holdings Ltd.,$2.4B,2017.0,Finance,Finance: Consumer Services
2027,LFAC,LF Capital Acquistion Corp.,$206.87M,2018.0,Finance,Business Services
2028,LFACU,LF Capital Acquistion Corp.,,2018.0,Finance,Business Services
2029,LFACW,LF Capital Acquistion Corp.,,2018.0,Finance,Business Services
2030,LGIH,"LGI Homes, Inc.",$2.47B,2013.0,Capital Goods,Homebuilding
2031,LHCG,LHC Group,$5.71B,2005.0,Health Care,Medical/Nursing Services
2032,LLIT,Lianluo Smart Limited,$18.52M,,Health Care,Medical/Dental Instruments
2033,LBRDA,Liberty Broadband Corporation,$22.68B,,Consumer Services,Television Services
2034,LBRDK,Liberty Broadband Corporation,$23.18B,,Consumer Services,Television Services
2035,LBTYA,Liberty Global plc,$13.78B,,,
2036,LBTYB,Liberty Global plc,$14.39B,,Consumer Services,Television Services
2037,LBTYK,Liberty Global plc,$13.58B,,,
2038,LILA,Liberty Latin America Ltd.,$1.75B,,Consumer Services,Television Services
2039,LILAK,Liberty Latin America Ltd.,$1.71B,,Consumer Services,Television Services
2040,BATRA,Liberty Media Corporation,$913.84M,,Consumer Services,Broadcasting
2041,BATRK,Liberty Media Corporation,$892.84M,,Consumer Services,Broadcasting
2042,FWONA,Liberty Media Corporation,$7.26B,,Consumer Services,Broadcasting
2043,FWONK,Liberty Media Corporation,$7.81B,,Consumer Services,Broadcasting
2044,LSXMA,Liberty Media Corporation,$11.64B,,Consumer Services,Broadcasting
2045,LSXMB,Liberty Media Corporation,$11.75B,,Consumer Services,Broadcasting
2046,LSXMK,Liberty Media Corporation,$11.55B,,Consumer Services,Broadcasting
2047,LTRPA,"Liberty TripAdvisor Holdings, Inc.",$166.77M,,Technology,EDP Services
2048,LTRPB,"Liberty TripAdvisor Holdings, Inc.",$3B,,Technology,EDP Services
2049,LSAC,LifeSci Acquisition Corp.,$81.91M,2020.0,Finance,Business Services
2050,LSACU,LifeSci Acquisition Corp.,,2020.0,Finance,Business Services
2051,LSACW,LifeSci Acquisition Corp.,,2020.0,Finance,Business Services
2052,LCUT,"Lifetime Brands, Inc.",$153.84M,1991.0,Capital Goods,Industrial Machinery/Components
2053,LFVN,Lifevantage Corporation,$182.35M,,Health Care,Major Pharmaceuticals
2054,LWAY,"Lifeway Foods, Inc.",$39.52M,,Consumer Non-Durables,Packaged Foods
2055,LGND,Ligand Pharmaceuticals Incorporated,$1.8B,,Health Care,Major Pharmaceuticals
2056,LTBR,Lightbridge Corporation,$13.79M,,Consumer Services,Professional Services
2057,LPTH,"LightPath Technologies, Inc.",$81.73M,1996.0,Technology,Semiconductors
2058,LMB,"Limbach Holdings, Inc.",$28.7M,,Basic Industries,Engineering & Construction
2059,LLNW,"Limelight Networks, Inc.",$947.1M,2007.0,Miscellaneous,Business Services
2060,LMST,"Limestone Bancorp, Inc.",$81.11M,,Finance,Major Banks
2061,LMNL,Liminal BioSciences Inc.,$301.42M,,Health Care,Major Pharmaceuticals
2062,LMNR,Limoneira Co,$228.4M,,Consumer Non-Durables,Farming/Seeds/Milling
2063,LINC,Lincoln Educational Services Corporation,$109.68M,2005.0,Consumer Services,Other Consumer Services
2064,LECO,"Lincoln Electric Holdings, Inc.",$4.98B,,Technology,Industrial Machinery/Components
2065,LIND,Lindblad Expeditions Holdings Inc. ,$350.31M,2013.0,Consumer Services,Transportation Services
2066,LGHL,Lion Group Holding Ltd.,,,Finance,Investment Bankers/Brokers/Service
2067,LGHLW,Lion Group Holding Ltd.,,,Finance,Investment Bankers/Brokers/Service
2068,LPCN,Lipocine Inc.,$63.68M,,Health Care,Major Pharmaceuticals
2069,LIQT,"LiqTech International, Inc.",$131.79M,,Technology,Industrial Machinery/Components
2070,YVR,Liquid Media Group Ltd.,$15.29M,,Technology,Computer Software: Prepackaged Software
2071,LQDA,"Liquidia Technologies, Inc.",$280.84M,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
2072,LQDT,"Liquidity Services, Inc.",$182.35M,2006.0,Miscellaneous,Business Services
2073,LFUS,"Littelfuse, Inc.",$4.03B,,Consumer Durables,Electrical Products
2074,LIVK,LIV Capital Acquisition Corp.,$100.01M,2020.0,Finance,Business Services
2075,LIVKU,LIV Capital Acquisition Corp.,,2019.0,Finance,Business Services
2076,LIVKW,LIV Capital Acquisition Corp.,,2020.0,Finance,Business Services
2077,LIVN,LivaNova PLC,$2.5B,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
2078,LOB,"Live Oak Bancshares, Inc.",$542.02M,2015.0,Finance,Major Banks
2079,LIVE,Live Ventures Incorporated,$15.6M,,Finance,Finance/Investors Services
2080,LPSN,"LivePerson, Inc.",$2.9B,2000.0,Technology,Computer Software: Prepackaged Software
2081,LIVX,"LiveXLive Media, Inc.",$245.14M,,Consumer Services,Restaurants
2082,LVGO,"Livongo Health, Inc.",$10.52B,2019.0,Technology,"Computer Software: Programming, Data Processing"
2083,LIZI,LIZHI INC.,$268.45M,2020.0,Technology,"Computer Software: Programming, Data Processing"
2084,LKQ,LKQ Corporation,$7.73B,,Consumer Services,Motor Vehicles
2085,LMFA,"LM Funding America, Inc.",$8.25M,2015.0,Finance,Finance: Consumer Services
2086,LMFAW,"LM Funding America, Inc.",,2015.0,Finance,Finance: Consumer Services
2087,LMPX,"LMP Automotive Holdings, Inc.",$80.49M,2019.0,Consumer Durables,Automotive Aftermarket
2088,LOGC,"LogicBio Therapeutics, Inc.",$167.08M,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
2089,LOGI,Logitech International S.A.,$11.32B,1997.0,Technology,Computer peripheral equipment
2090,LOGM,"LogMein, Inc.",$4.17B,2009.0,Technology,Computer Software: Prepackaged Software
2091,CNCR,Loncar Cancer Immunotherapy ETF,,,,
2092,CHNA,Loncar China BioPharma ETF,,,,
2093,LONE,Lonestar Resources US Inc.,$9.76M,,Energy,Oil & Gas Production
2094,LOAC,Longevity Acquisition Corporation,$56.81M,2018.0,Finance,Business Services
2095,LOACR,Longevity Acquisition Corporation,,2018.0,Finance,Business Services
2096,LOACU,Longevity Acquisition Corporation,,2018.0,Finance,Business Services
2097,LOACW,Longevity Acquisition Corporation,,2018.0,Finance,Business Services
2098,LOOP,"Loop Industries, Inc.",$352.87M,,Basic Industries,Major Chemicals
2099,LORL,"Loral Space and Communications, Inc.",$527.09M,,Technology,Radio And Television Broadcasting And Communications Equipment
2100,LPLA,LPL Financial Holdings Inc.,$5.85B,2010.0,Finance,Investment Bankers/Brokers/Service
2101,LYTS,LSI Industries Inc.,$147.73M,1985.0,Consumer Durables,Building Products
2102,LULU,lululemon athletica inc.,$41.04B,2007.0,Consumer Non-Durables,Apparel
2103,LITE,Lumentum Holdings Inc.,$6.28B,,Capital Goods,Telecommunications Equipment
2104,LMNX,Luminex Corporation,$1.53B,2000.0,Health Care,Medical/Dental Instruments
2105,LUMO,"Lumos Pharma, Inc.",$134.26M,2011.0,Health Care,Major Pharmaceuticals
2106,LUNA,Luna Innovations Incorporated,$157.62M,2006.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
2107,LKCO,Luokung Technology Corp,$141.2M,,Technology,EDP Services
2108,LBC,Luther Burbank Corporation,$496.99M,2003.0,Finance,Major Banks
2109,LYFT,"Lyft, Inc.",$9.16B,2019.0,Miscellaneous,Business Services
2110,LYRA,"Lyra Therapeutics, Inc.",$156.9M,2020.0,Health Care,Medical/Dental Instruments
2111,MCBC,Macatawa Bank Corporation,$241.48M,,Finance,Major Banks
2112,MFNC,Mackinac Financial Corporation,$95.64M,,Finance,Major Banks
2113,MTSI,"MACOM Technology Solutions Holdings, Inc.",$2.44B,2012.0,Technology,Semiconductors
2114,MGNX,"MacroGenics, Inc.",$1.51B,2013.0,Health Care,Major Pharmaceuticals
2115,MDGL,"Madrigal Pharmaceuticals, Inc.",$1.66B,,Health Care,Major Pharmaceuticals
2116,MAGS,Magal Security Systems Ltd.,$69.69M,1993.0,Capital Goods,Telecommunications Equipment
2117,MGLN,"Magellan Health, Inc.",$1.72B,,Health Care,Hospital/Nursing Management
2118,MGTA,"Magenta Therapeutics, Inc.",$429.38M,2018.0,Health Care,Major Pharmaceuticals
2119,MGIC,Magic Software Enterprises Ltd.,$533.85M,1991.0,Technology,Computer Software: Prepackaged Software
2120,MGNI,"Magnite, Inc.",$703.51M,,Technology,"Computer Software: Programming, Data Processing"
2121,MGYR,"Magyar Bancorp, Inc.",$49.39M,,Finance,Savings Institutions
2122,MHLD,"Maiden Holdings, Ltd.",$111M,,Finance,Property-Casualty Insurers
2123,MNSB,"MainStreet Bancshares, Inc.",$105.73M,,Finance,Major Banks
2124,MJCO,Majesco,$334.6M,,Technology,Computer Software: Prepackaged Software
2125,MMYT,MakeMyTrip Limited,$1.58B,2010.0,Consumer Services,Transportation Services
2126,MBUU,"Malibu Boats, Inc.",$1.01B,2014.0,Capital Goods,Marine Transportation
2127,MLVF,"Malvern Bancorp, Inc.",$94.89M,,Finance,Savings Institutions
2128,TUSK,"Mammoth Energy Services, Inc.",$52.57M,2016.0,Energy,Oilfield Services/Equipment
2129,MANH,"Manhattan Associates, Inc.",$5.88B,1998.0,Technology,Computer Software: Prepackaged Software
2130,LOAN,"Manhattan Bridge Capital, Inc",$45.26M,,Consumer Services,Real Estate Investment Trusts
2131,MNTX,"Manitex International, Inc.",$89.71M,,Technology,Industrial Machinery/Components
2132,MTEX,"Mannatech, Incorporated",$39.9M,,Consumer Durables,Specialty Chemicals
2133,MNKD,MannKind Corporation,$385.78M,2004.0,Health Care,Major Pharmaceuticals
2134,MANT,ManTech International Corporation,$2.55B,2002.0,Consumer Services,Other Consumer Services
2135,MARA,"Marathon Patent Group, Inc.",$20.43M,,Miscellaneous,Multi-Sector Companies
2136,MCHX,"Marchex, Inc.",$73.47M,2004.0,Miscellaneous,Business Services
2137,MRIN,Marin Software Incorporated,$9.34M,,Technology,EDP Services
2138,MARPS,Marine Petroleum Trust,$3.62M,,Energy,Oil & Gas Production
2139,MRNS,"Marinus Pharmaceuticals, Inc.",$252.39M,2014.0,Health Care,Major Pharmaceuticals
2140,MRKR,"Marker Therapeutics, Inc.",$88.41M,,Health Care,Major Pharmaceuticals
2141,MKTX,"MarketAxess Holdings, Inc.",$20.8B,2004.0,Finance,Investment Bankers/Brokers/Service
2142,MRLN,Marlin Business Services Corp.,$83.81M,2003.0,Finance,Major Banks
2143,MAR,Marriott International,$27.97B,,Consumer Services,Hotels/Resorts
2144,MBII,"Marrone Bio Innovations, Inc.",$161.06M,2013.0,Basic Industries,Agricultural Chemicals
2145,MRTN,"Marten Transport, Ltd.",$1.41B,1986.0,Transportation,Trucking Freight/Courier Services
2146,MMLP,Martin Midstream Partners L.P.,$64.5M,2002.0,Energy,Oil Refining/Marketing
2147,MRVL,Marvell Technology Group Ltd.,$25.36B,2000.0,Technology,Semiconductors
2148,MASI,Masimo Corporation,$12.8B,2007.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
2149,MCFT,"MasterCraft Boat Holdings, Inc.",$340.26M,2015.0,Capital Goods,Marine Transportation
2150,MTCH,"Match Group, Inc.",$24.7B,,Technology,"Computer Software: Programming, Data Processing"
2151,MTLS,Materialise NV,$1.26B,2014.0,Technology,Computer Software: Prepackaged Software
2152,MTRX,Matrix Service Company,$224.8M,1990.0,Basic Industries,Engineering & Construction
2153,MAT,"Mattel, Inc.",$3.51B,,Consumer Non-Durables,Recreational Products/Toys
2154,MATW,Matthews International Corporation,$565.04M,1994.0,Capital Goods,Metal Fabrications
2155,MXIM,"Maxim Integrated Products, Inc.",$17.19B,1988.0,Technology,Semiconductors
2156,MGRC,McGrath RentCorp,$1.21B,1984.0,Technology,Diversified Commercial Services
2157,MDCA,MDC Partners Inc.,$161.64M,,Technology,Advertising
2158,MDJH,MDJM LTD,$34.69M,2019.0,Finance,Real Estate
2159,MDRR,"Medalist Diversified REIT, Inc.",$8.69M,2018.0,Consumer Services,Real Estate Investment Trusts
2160,MDRRP,"Medalist Diversified REIT, Inc.",,,Consumer Services,Real Estate Investment Trusts
2161,MBNKP,Medallion Bank,,2019.0,,
2162,MFIN,Medallion Financial Corp.,$66.73M,,Finance,Finance: Consumer Services
2163,MFINL,Medallion Financial Corp.,,,Finance,Finance: Consumer Services
2164,MDIA,Mediaco Holding Inc.,$34.35M,,Consumer Services,Broadcasting
2165,MNOV,"MediciNova, Inc.",$241.93M,,Health Care,Major Pharmaceuticals
2166,MDGS,Medigus Ltd.,$10.5M,,Health Care,Medical/Dental Instruments
2167,MDGSW,Medigus Ltd.,,,Health Care,Medical/Dental Instruments
2168,MDWD,MediWound Ltd.,$102.59M,2014.0,Consumer Durables,Specialty Chemicals
2169,MEDP,"Medpace Holdings, Inc.",$3.51B,2016.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
