,Unnamed: 0,symbol,name,lastsale,marketcap,ipoyear,sector,industry,current_price,current_price_to_book_date,current_price_to_book,price_to_book_q1,price_to_book_q2,price_to_book_q3,price_to_book_q4
1252,1252,QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,83.0059,,,,,,,,,,,
1253,1253,QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,65.5569,,,,,,,,,,,
1254,1254,QTEC,First Trust NASDAQ-100- Technology Index Fund,112.93,,,,,,,,,,,
1255,1255,AIRR,First Trust RBA American Industrial Renaissance ETF,24.785,,,,,,,,,,,
1256,1256,RDVY,First Trust Rising Dividend Achievers ETF,32.19,,,,,,,,,,,
1257,1257,RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,48.4199,,,,,,,,,,,
1258,1258,RFDI,First Trust RiverFront Dynamic Developed International ETF,56.2,,,,,,,,,,,
1259,1259,RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,61.1016,,,,,,,,,,,
1260,1260,RFEU,First Trust RiverFront Dynamic Europe ETF,57.7,,,,,,,,,,,
1261,1261,FID,First Trust S&P International Dividend Aristocrats ETF,14.25,,,,,,,,,,,
1262,1262,FTSL,First Trust Senior Loan Fund ETF,45.87,,,,,,,,,,,
1263,1263,FYX,First Trust Small Cap Core AlphaDEX Fund,56.62,,,,,,,,,,,
1264,1264,FYC,First Trust Small Cap Growth AlphaDEX Fund,44.2,,,,,,,,,,,
1265,1265,RNSC,First Trust Small Cap US Equity Select ETF,18.4163,,,,,,,,,,,
1266,1266,FYT,First Trust Small Cap Value AlphaDEX Fund,31.6719,,,,,,,,,,,
1267,1267,SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,18.3072,,,,,,,,,,,
1268,1268,FKO,First Trust South Korea AlphaDEX Fund,18.36,,,,,,,,,,,
1269,1269,FCVT,First Trust SSI Strategic Convertible Securities ETF,37.64,,,,,,,,,,,
1270,1270,FDIV,First Trust Strategic Income ETF,45.73,,,,,,,,,,,
1271,1271,FSZ,First Trust Switzerland AlphaDEX Fund,51.06,,,,,,,,,,,
1272,1272,FIXD,First Trust TCW Opportunistic Fixed Income ETF,55.45,,,,,,,,,,,
1273,1273,TUSA,First Trust Total US Market AlphaDEX ETF,32.48,,,,,,,,,,,
1274,1274,FKU,First Trust United Kingdom AlphaDEX Fund,30.2395,,,,,,,,,,,
1275,1275,RNDV,First Trust US Equity Dividend Select ETF,21.2304,,,,,,,,,,,
1276,1276,FUNC,First United Corporation,10.92,$76.08M,,Finance,Major Banks,10.96,,,,,,
1277,1277,FUSB,"First US Bancshares, Inc.",6.0,$36.86M,,Finance,Major Banks,6.26,,,,,,
1278,1278,MYFW,"First Western Financial, Inc.",14.22,$112.59M,2018.0,Finance,Major Banks,14.31,,,,,,
1279,1279,FCFS,"FirstCash, Inc.",65.3,$2.71B,1991.0,Consumer Services,Other Specialty Stores,,,,,,,
1280,1280,SVVC,"Firsthand Technology Value Fund, Inc.",4.585,$31.6M,,,,4.60,,,,,,
1281,1281,FSV,FirstService Corporation,112.96,$4.91B,,Finance,Real Estate,115.91,,,,,,
1282,1282,FISV,"Fiserv, Inc.",102.19,$68.41B,1986.0,Technology,EDP Services,100.63,,,,,,
1283,1283,FIVE,"Five Below, Inc.",109.14,$6.09B,2012.0,Consumer Services,Department/Specialty Retail Stores,110.18,,,,,,
1284,1284,FPRX,"Five Prime Therapeutics, Inc.",5.91,$216.52M,2013.0,Health Care,Major Pharmaceuticals,,,,,,,
1285,1285,FVE,Five Star Senior Living Inc.,4.13,$130.27M,,Health Care,Hospital/Nursing Management,,,,,,,
1286,1286,FIVN,"Five9, Inc.",112.82,$7.31B,2014.0,Technology,EDP Services,111.44,,,,,,
1287,1287,FLEX,Flex Ltd.,10.99,$5.47B,1994.0,Technology,Electrical Products,10.65,,,,,,
1288,1288,FLXN,"Flexion Therapeutics, Inc.",12.77,$492.45M,2014.0,Health Care,Major Pharmaceuticals,,,,,,,
1289,1289,SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,55.02,,,,,,,,,,,
1290,1290,MBSD,FlexShares Disciplined Duration MBS Index Fund,24.185,,,,,,,,,,,
1291,1291,ASET,FlexShares Real Assets Allocation Index Fund,26.4847,,,,,,,,,,,
1292,1292,ESG,FlexShares Trust,78.2699,$41.09M,,,,,,,,,,
1293,1293,ESGG,FlexShares Trust,107.2007,$96.48M,,,,,,,,,,
1294,1294,LKOR,FlexShares Trust,65.4154,$19.62M,,,,,,,,,,
1295,1295,QLC,FlexShares Trust,35.86,$52M,,,,,,,,,,
1296,1296,FPAY,"FlexShopper, Inc.",1.54,$32.88M,,Technology,Diversified Commercial Services,1.50,,,,,,
1297,1297,FLXS,"Flexsteel Industries, Inc.",15.04,$120.33M,,Consumer Durables,Home Furnishings,,,,,,,
1298,1298,FLIR,"FLIR Systems, Inc.",41.89,$5.48B,1993.0,Capital Goods,Industrial Machinery/Components,40.97,,,,,,
1299,1299,FLWR,Flowr Corporation (The),,,,,,,,,,,,
1300,1300,FLNT,"Fluent, Inc.",1.91,$145.6M,,Consumer Services,Advertising,1.90,,,,,,
1301,1301,FLDM,Fluidigm Corporation,6.04,$427.06M,2011.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments,5.59,,,,,,
1302,1302,FFIC,Flushing Financial Corporation,11.72,$330.67M,,Finance,Major Banks,11.66,,,,,,
1303,1303,FLUX,"Flux Power Holdings, Inc.",8.09,,,,,8.20,,,,,,
1304,1304,FNCB,FNCB Bancorp Inc.,5.84,$118.02M,,Finance,Major Banks,5.69,,,,,,
1305,1305,FOCS,Focus Financial Partners Inc.,37.88,$2.64B,2018.0,Finance,Investment Managers,37.61,,,,,,
1306,1306,FONR,Fonar Corporation,24.2,$159.12M,1981.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,23.75,,,,,,
1307,1307,FSCT,"ForeScout Technologies, Inc.",28.95,$1.43B,2017.0,Technology,Computer peripheral equipment,,,,,,,
1308,1308,FRSX,Foresight Autonomous Holdings Ltd.,1.42,$73.42M,,Technology,Computer Software: Prepackaged Software,1.38,,,,,,
1309,1309,FMTX,"Forma Therapeutics Holdings, Inc.",34.66,$1.42B,2020.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),36.05,,,,,,
1310,1310,FORM,"FormFactor, Inc.",31.32,$2.39B,2003.0,Technology,Semiconductors,29.80,,,,,,
1311,1311,FORTY,Formula Systems (1985) Ltd.,86.01,$1.32B,,Technology,EDP Services,82.60,,,,,,
1312,1312,FORR,"Forrester Research, Inc.",33.01,$619.27M,1996.0,Consumer Services,Diversified Commercial Services,32.14,,,,,,
1313,1313,FBRX,"Forte Biosciences, Inc. ",20.12,,2017.0,Health Care,Major Pharmaceuticals,21.36,,,,,,
1314,1314,FRTA,"Forterra, Inc.",13.33,$867.95M,2016.0,Capital Goods,Building Materials,13.18,,,,,,
1315,1315,FTNT,"Fortinet, Inc.",135.16,$21.85B,2009.0,Technology,Computer peripheral equipment,133.04,,,,,,
1316,1316,FBIO,"Fortress Biotech, Inc.",2.97,$244.95M,,Health Care,Major Pharmaceuticals,2.87,,,,,,
1317,1317,FBIOP,"Fortress Biotech, Inc.",18.135,,,Health Care,Major Pharmaceuticals,18.07,,,,,,
1318,1318,FMCI,Forum Merger II Corporation,13.32,$341.66M,2018.0,Finance,Business Services,13.12,,,,,,
1319,1319,FMCIU,Forum Merger II Corporation,17.0,,2018.0,Finance,Business Services,15.80,,,,,,
1320,1320,FMCIW,Forum Merger II Corporation,3.1999,,2018.0,Finance,Business Services,,,,,,,
1321,1321,FWRD,Forward Air Corporation,50.25,$1.41B,,Transportation,Oil Refining/Marketing,51.20,,,,,,
1322,1322,FORD,"Forward Industries, Inc.",1.26,$12.01M,,Consumer Non-Durables,Plastic Products,1.25,,,,,,
1323,1323,FWP,Forward Pharma A/S,6.27,$43.21M,2014.0,Health Care,Major Pharmaceuticals,6.45,,,,,,
1324,1324,FOSL,"Fossil Group, Inc.",3.97,$203.61M,1993.0,Consumer Non-Durables,Consumer Specialties,3.87,,,,,,
1325,1325,FOX,Fox Corporation,26.13,$15.78B,,Consumer Services,Broadcasting,26.49,,,,,,
1326,1326,FOXA,Fox Corporation,26.24,$15.84B,,Consumer Services,Broadcasting,26.66,,,,,,
1327,1327,FOXF,Fox Factory Holding Corp.,86.14,$3.57B,2013.0,Consumer Non-Durables,Motor Vehicles,,,,,,,
1328,1328,FRAN,Francesca&#39;s Holdings Corporation,4.74,$13.84M,2011.0,Consumer Services,Clothing/Shoe/Accessory Stores,4.47,,,,,,
1329,1329,FRG,"Franchise Group, Inc.",22.82,$898.23M,,Miscellaneous,Multi-Sector Companies,22.66,,,,,,
1330,1330,FELE,"Franklin Electric Co., Inc.",53.62,$2.48B,,Consumer Durables,Metal Fabrications,53.45,,,,,,
1331,1331,FRAF,Franklin Financial Services Corporation,25.15,$109.17M,,Finance,Major Banks,24.22,,,,,,
1332,1332,FRHC,Freedom Holding Corp.,19.95,$1.16B,,Finance,Investment Bankers/Brokers/Service,19.72,,,,,,
1333,1333,RAIL,"Freightcar America, Inc.",1.53,$20.38M,2005.0,Capital Goods,Railroads,,,,,,,
1334,1334,FEIM,"Frequency Electronics, Inc.",10.17,$92.62M,,Capital Goods,Electrical Products,10.03,,,,,,
1335,1335,FREQ,"Frequency Therapeutics, Inc.",22.78,$706.48M,2019.0,Health Care,Major Pharmaceuticals,22.48,,,,,,
1336,1336,FRPT,"Freshpet, Inc.",88.29,$3.56B,2014.0,Consumer Non-Durables,Packaged Foods,87.85,,,,,,
1337,1337,FTDR,"frontdoor, inc.",43.99,$3.76B,,Finance,Diversified Commercial Services,42.00,,,,,,
1338,1338,FRPH,"FRP Holdings, Inc.",40.62,$391.98M,,Finance,Real Estate,40.00,,,,,,
1339,1339,FSBW,"FS Bancorp, Inc.",34.15,$146.21M,2012.0,Finance,Banks,37.17,,,,,,
1340,1340,HUGE,FSD Pharma Inc.,3.76,$38.34M,,Health Care,Major Pharmaceuticals,3.77,,,,,,
1341,1341,FTEK,"Fuel Tech, Inc.",0.965,$23.77M,,Capital Goods,Pollution Control Equipment,0.93,,,,,,
1342,1342,FCEL,"FuelCell Energy, Inc.",2.64,$575.28M,,Miscellaneous,Industrial Machinery/Components,2.52,,,,,,
1343,1343,FULC,"Fulcrum Therapeutics, Inc.",17.62,$482.83M,2019.0,Health Care,Major Pharmaceuticals,16.70,,,,,,
1344,1344,FLGT,"Fulgent Genetics, Inc.",20.53,$445.46M,2016.0,Health Care,Medical Specialities,,,,,,,
1345,1345,FORK,Fuling Global Inc.,2.02,$31.92M,2015.0,Consumer Non-Durables,Plastic Products,,,,,,,
1346,1346,FLL,"Full House Resorts, Inc.",1.35,$36.55M,,Consumer Services,Hotels/Resorts,1.35,,,,,,
1347,1347,FMAX,Full Spectrum Inc.,,,,,,,,,,,,
1348,1348,FULT,Fulton Financial Corporation,10.28,$1.66B,,Finance,Major Banks,10.14,,,,,,
1349,1349,FNKO,"Funko, Inc.",6.0,$296.92M,2017.0,Consumer Non-Durables,Recreational Products/Toys,5.71,,,,,,
1350,1350,FUSN,Fusion Pharmaceuticals Inc.,15.17,$632.04M,2020.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),13.20,,,,,,
1351,1351,FUTU,Futu Holdings Limited,27.32,$3.43B,2019.0,Finance,Investment Bankers/Brokers/Service,28.68,,,,,,
1352,1352,FTFT,Future FinTech Group Inc.,2.43,$93.54M,,Consumer Non-Durables,Packaged Foods,2.60,,,,,,
1353,1353,FFHL,"Fuwei Films (Holdings) Co., Ltd.",5.75,$18.78M,2006.0,Capital Goods,Specialty Chemicals,,,,,,,
1354,1354,FVCB,"FVCBankcorp, Inc.",10.81,$145.43M,,Finance,Major Banks,10.41,,,,,,
1355,1355,WILC,"G. Willi-Food International,  Ltd.",15.609000000000002,$206.3M,,Consumer Non-Durables,Food Distributors,,,,,,,
1356,1356,GTHX,"G1 Therapeutics, Inc.",18.27,$689.46M,2017.0,Health Care,Major Pharmaceuticals,17.54,,,,,,
1357,1357,GAIA,"Gaia, Inc.",9.39,$176.22M,1999.0,Consumer Services,Movies/Entertainment,9.05,,,,,,
1358,1358,GLPG,Galapagos NV,200.4,$13.08B,2015.0,Health Care,Major Pharmaceuticals,,,,,,,
1359,1359,GALT,Galectin Therapeutics Inc.,2.675,$152.55M,,Health Care,Major Pharmaceuticals,2.66,,,,,,
1360,1360,GRTX,"Galera Therapeutics, Inc.",7.89,$195.87M,2019.0,Health Care,Major Pharmaceuticals,,,,,,,
1361,1361,GLMD,Galmed Pharmaceuticals Ltd.,4.55,$96.06M,2014.0,Health Care,Major Pharmaceuticals,,,,,,,
1362,1362,GMDA,Gamida Cell Ltd.,4.59,$226.4M,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4.41,,,,,,
1363,1363,GLPI,"Gaming and Leisure Properties, Inc.",34.26,$7.37B,,Consumer Services,Real Estate Investment Trusts,33.67,,,,,,
1364,1364,GAN,GAN Limited,23.3,$674.09M,2020.0,Technology,"Computer Software: Programming, Data Processing",22.90,,,,,,
1365,1365,GRMN,Garmin Ltd.,100.2,$19.14B,2000.0,Capital Goods,Industrial Machinery/Components,96.74,,,,,,
1366,1366,GARS,Garrison Capital Inc.,3.32,$53.28M,2013.0,,,3.31,,,,,,
1367,1367,GLIBA,"GCI Liberty, Inc.",75.75,$8.02B,,Public Utilities,Telecommunications Equipment,76.01,,,,,,
1368,1368,GLIBP,"GCI Liberty, Inc.",27.0753,,,Public Utilities,Telecommunications Equipment,26.45,,,,,,
1369,1369,GDS,GDS Holdings Limited,80.05,$12.79B,2016.0,Technology,"Computer Software: Programming, Data Processing",78.15,,,,,,
1370,1370,GNSS,Genasys Inc.,4.41,$146.1M,,Consumer Non-Durables,Consumer Electronics/Appliances,4.28,,,,,,
1371,1371,GENC,Gencor Industries Inc.,11.97,$174.6M,,Capital Goods,Construction/Ag Equipment/Trucks,11.77,,,,,,
1372,1372,GFN,General Finance Corporation,6.53,$194.22M,,Technology,Diversified Commercial Services,6.09,,,,,,
1373,1373,GFNCP,General Finance Corporation,99.436,,,Technology,Diversified Commercial Services,,,,,,,
1374,1374,GFNSL,General Finance Corporation,25.0,,,Technology,Diversified Commercial Services,,,,,,,
1375,1375,GBIO,Generation Bio Co.,20.68,$923.04M,2020.0,Health Care,Major Pharmaceuticals,,,,,,,
1376,1376,GENE,Genetic Technologies Ltd,4.27,$54.42M,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4.09,,,,,,
1377,1377,GTH,Genetron Holdings Limited,14.29,$1.26B,2020.0,Health Care,Medical Specialities,13.90,,,,,,
1378,1378,GNFT,GENFIT S.A.,5.49,$213.23M,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),5.46,,,,,,
1379,1379,GNUS,"Genius Brands International, Inc.",1.82,$396.12M,,Consumer Services,Movies/Entertainment,1.81,,,,,,
1380,1380,GMAB,Genmab A/S,35.76,$23.31B,2019.0,Health Care,Major Pharmaceuticals,35.10,,,,,,
1381,1381,GNMK,"GenMark Diagnostics, Inc.",17.93,$1.26B,2010.0,Health Care,Medical/Dental Instruments,16.80,,,,,,
1382,1382,GNCA,"Genocea Biosciences, Inc.",3.6,$99.52M,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4.48,,,,,,
1383,1383,GNPX,"Genprex, Inc.",3.82,$147.56M,2018.0,Health Care,Major Pharmaceuticals,3.69,,,,,,
1384,1384,GNTX,Gentex Corporation,26.28,$6.44B,,Capital Goods,Auto Parts:O.E.M.,26.29,,,,,,
1385,1385,THRM,Gentherm Inc,39.9,$1.3B,,Capital Goods,Auto Parts:O.E.M.,39.57,,,,,,
1386,1386,GEOS,Geospace Technologies Corporation,7.87,$107.54M,,Capital Goods,Industrial Machinery/Components,7.67,,,,,,
1387,1387,GABC,"German American Bancorp, Inc.",30.17,$799.53M,,Finance,Major Banks,,,,,,,
1388,1388,GERN,Geron Corporation,1.89,$586.59M,1996.0,Health Care,Major Pharmaceuticals,1.83,,,,,,
1389,1389,GEVO,"Gevo, Inc.",0.5870000000000001,$21.37M,2011.0,Basic Industries,Major Chemicals,0.58,,,,,,
1390,1390,ROCK,"Gibraltar Industries, Inc.",52.03,$1.69B,1993.0,Capital Goods,Steel/Iron Ore,50.87,,,,,,
1391,1391,GIGM,GigaMedia Limited,2.96,$32.71M,,Technology,"Computer Software: Programming, Data Processing",2.97,,,,,,
1392,1392,GIII,"G-III Apparel Group, LTD.",11.84,$568.95M,1989.0,Consumer Non-Durables,Apparel,11.15,,,,,,
1393,1393,GILT,Gilat Satellite Networks Ltd.,5.21,$289.12M,,Technology,Radio And Television Broadcasting And Communications Equipment,5.17,,,,,,
1394,1394,GILD,"Gilead Sciences, Inc.",75.56,$94.78B,1992.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),73.64,,,,,,
1395,1395,GBCI,"Glacier Bancorp, Inc.",36.23,$3.46B,,Finance,Major Banks,36.08,,,,,,
1396,1396,GLAD,Gladstone Capital Corporation,7.44,$232.07M,2001.0,Consumer Non-Durables,Textiles,,,,,,,
1397,1397,GLADD,Gladstone Capital Corporation,24.07,,,Consumer Non-Durables,Textiles,,,,,,,
1398,1398,GLADL,Gladstone Capital Corporation,23.5,,,Consumer Non-Durables,Textiles,,,,,,,
1399,1399,GOOD,Gladstone Commercial Corporation,18.68,$648.53M,2003.0,Consumer Services,Real Estate,18.18,,,,,,
1400,1400,GOODM,Gladstone Commercial Corporation,24.46,,,Consumer Services,Real Estate,24.67,,,,,,
1401,1401,GOODN,Gladstone Commercial Corporation,22.8884,,,Consumer Services,Real Estate,23.10,,,,,,
1402,1402,GAIN,Gladstone Investment Corporation,10.17,$391.76M,2005.0,,,10.10,,,,,,
1403,1403,GAINL,Gladstone Investment Corporation,24.06,,,,,24.17,,,,,,
1404,1404,GAINM,Gladstone Investment Corporation,24.7,,,,,24.65,,,,,,
1405,1405,LAND,Gladstone Land Corporation,15.985,$341.22M,1993.0,Consumer Services,Real Estate Investment Trusts,15.89,,,,,,
1406,1406,LANDP,Gladstone Land Corporation,25.99,,,Consumer Services,Real Estate Investment Trusts,26.05,,,,,,
1407,1407,GLBZ,Glen Burnie Bancorp,8.36,$23.69M,,Finance,Major Banks,8.65,,,,,,
1408,1408,GBT,"Global Blood Therapeutics, Inc.",72.08,$4.39B,2015.0,Health Care,Major Pharmaceuticals,71.74,,,,,,
1409,1409,ENT,Global Eagle Entertainment Inc.,2.1,$7.88M,2011.0,Consumer Services,Telecommunications Equipment,3.23,,,,,,
1410,1410,GBLI,Global Indemnity Limited,23.94,$342.79M,,Finance,Property-Casualty Insurers,23.85,,,,,,
1411,1411,GBLIL,Global Indemnity Limited,25.265,,,Finance,Property-Casualty Insurers,25.12,,,,,,
1412,1412,GBLIZ,Global Indemnity Limited,25.44,,,Finance,Property-Casualty Insurers,25.44,,,,,,
1413,1413,SELF,"Global Self Storage, Inc.",3.775,$35.32M,,Consumer Services,Real Estate Investment Trusts,3.76,,,,,,
1414,1414,GWRS,"Global Water Resources, Inc.",10.79,$243.18M,2016.0,Public Utilities,Water Supply,,,,,,,
1415,1415,AIQ,Global X Artificial Intelligence & Technology ETF,21.61,,,,,,,,,,,
1416,1416,DRIV,Global X Autonomous & Electric Vehicles ETF,15.83,,,,,,,,,,,
1417,1417,POTX,Global X Cannabis ETF,10.28,,,,,,,,,,,
1418,1418,CLOU,Global X Cloud Computing ETF,22.0,,,,,,,,,,,
1419,1419,KRMA,Global X Conscious Companies ETF,23.229,,,,,,,,,,,
1420,1420,BUG,Global X Cybersecurity ETF,21.28,,,,,,,,,,,
1421,1421,DAX,Global X DAX Germany ETF,28.2,,,,,,,,,,,
1422,1422,EBIZ,Global X E-commerce ETF,24.76,,,,,,,,,,,
1423,1423,EDUT,Global X Education ETF,15.39,,,,,,,,,,,
1424,1424,FINX,Global X FinTech ETF,35.31,,,,,,,,,,,
1425,1425,CHIC,Global X Funds Global X MSCI China Communication Services ETF,26.05,$26.05M,,,,,,,,,,
1426,1426,GNOM,Global X Genomics & Biotechnology ETF,18.2381,,,,,,,,,,,
1427,1427,BFIT,Global X Health & Wellness Thematic ETF,20.72,,,,,,,,,,,
1428,1428,SNSR,Global X Internet of Things ETF,25.85,,,,,,,,,,,
1429,1429,LNGR,Global X Longevity Thematic ETF,25.7181,,,,,,,,,,,
1430,1430,MILN,Global X Millennials Thematic ETF,28.85,,,,,,,,,,,
1431,1431,EFAS,Global X MSCI SuperDividend EAFE ETF,12.83,,,,,,,,,,,
1432,1432,QYLD,Global X NASDAQ-100 Covered Call ETF,21.14,,,,,,,,,,,
1433,1433,BOTZ,Global X Robotics & Artificial Intelligence ETF,25.63,,,,,,,,,,,
1434,1434,CATH,Global X S&P 500 Catholic Values ETF,39.766,,,,,,,,,,,
1435,1435,CEFA,Global X S&P Catholic Values Developed ex-U.S. ETF,25.76,,,,,,,,,,,
1436,1436,SOCL,Global X Social Media ETF,45.53,,,,,,,,,,,
1437,1437,ALTY,Global X SuperDividend Alternatives ETF,10.705,,,,,,,,,,,
1438,1438,SRET,Global X SuperDividend REIT ETF,7.69,,,,,,,,,,,
1439,1439,GXTG,Global X Thematic Growth ETF,33.2165,,,,,,,,,,,
1440,1440,HERO,Global X Video Games & Esports ETF,23.47,,,,,,,,,,,
1441,1441,YLCO,Global X YieldCo & Renewable Energy Income ETF,14.83,,,,,,,,,,,
1442,1442,GLBS,Globus Maritime Limited,0.1614,$14.89M,,Transportation,Marine Transportation,0.16,,,,,,
1443,1443,GSMG,Glory Star New Media Group Holdings Limited,4.1,$229.19M,2018.0,Technology,EDP Services,4.12,,,,,,
1444,1444,GSMGW,Glory Star New Media Group Holdings Limited,0.095,,2018.0,Technology,EDP Services,0.09,,,,,,
1445,1445,GLUU,Glu Mobile Inc.,9.05,$1.37B,2007.0,Technology,EDP Services,9.14,,,,,,
1446,1446,GLYC,"GlycoMimetics, Inc.",4.7,$204.84M,2014.0,Health Care,Major Pharmaceuticals,4.47,,,,,,
1447,1447,GOGO,Gogo Inc.,3.22,$269.74M,2013.0,Consumer Services,Telecommunications Equipment,3.26,,,,,,
1448,1448,GOCO,"GoHealth, Inc.",21.03,$6.59B,2020.0,Finance,Specialty Insurers,19.78,,,,,,
1449,1449,GLNG,Golar LNG Limited,7.8,$763.43M,,Consumer Services,Marine Transportation,7.82,,,,,,
1450,1450,GMLP,Golar LNG Partners LP,2.84,$196.82M,2011.0,Consumer Services,Marine Transportation,2.82,,,,,,
1451,1451,GMLPP,Golar LNG Partners LP,19.0,,,Consumer Services,Marine Transportation,,,,,,,
1452,1452,DNJR,GOLDEN BULL LIMITED,1.91,$28.46M,2018.0,Finance,Finance: Consumer Services,1.96,,,,,,
1453,1453,GDEN,"Golden Entertainment, Inc.",8.87,$248.81M,,Consumer Services,Services-Misc. Amusement & Recreation,8.78,,,,,,
1454,1454,GOGL,Golden Ocean Group Limited,3.5,$501.47M,,Consumer Services,Marine Transportation,3.51,,,,,,
1455,1455,GBDC,"Golub Capital BDC, Inc.",11.945,$2B,2010.0,,,11.78,,,,,,
1456,1456,GTIM,Good Times Restaurants Inc.,1.19,$14.98M,,Consumer Services,Restaurants,1.15,,,,,,
1457,1457,GBLK,GoodBulk Ltd.,,,,,,,,,,,,
1458,1458,GSHD,"Goosehead Insurance, Inc.",81.75,$3.06B,2018.0,Finance,Specialty Insurers,83.26,,,,,,
1459,1459,GPRO,"GoPro, Inc.",5.16,$813.08M,2014.0,Miscellaneous,Industrial Machinery/Components,5.05,,,,,,
1460,1460,GHIV,"Gores Holdings IV, Inc.",10.74,$563.85M,2020.0,Finance,Business Services,10.55,,,,,,
1461,1461,GHIVU,"Gores Holdings IV, Inc.",10.9766,,2020.0,Finance,Business Services,10.79,,,,,,
1462,1462,GHIVW,"Gores Holdings IV, Inc.",2.2,,2020.0,Finance,Business Services,,,,,,,
1463,1463,GMHI,"Gores Metropoulos, Inc.",10.9,$545M,2019.0,Finance,Business Services,11.04,,,,,,
1464,1464,GMHIU,"Gores Metropoulos, Inc.",11.6592,,2019.0,Finance,Business Services,11.66,,,,,,
1465,1465,GMHIW,"Gores Metropoulos, Inc.",2.15,,2019.0,Finance,Business Services,,,,,,,
1466,1466,GOSS,"Gossamer Bio, Inc.",13.91,$1.05B,2019.0,Health Care,Major Pharmaceuticals,13.57,,,,,,
1467,1467,LOPE,"Grand Canyon Education, Inc.",93.86,$4.44B,2008.0,Consumer Services,Other Consumer Services,92.93,,,,,,
1468,1468,GRVY,"GRAVITY Co., Ltd.",57.42,$399.01M,2005.0,Miscellaneous,Business Services,58.71,,,,,,
1469,1469,GECC,Great Elm Capital Corp.,4.57,$45.99M,,,,4.34,,,,,,
1470,1470,GECCL,Great Elm Capital Corp.,20.905,,,,,21.75,,,,,,
1471,1471,GECCM,Great Elm Capital Corp.,18.7,,,,,,,,,,,
1472,1472,GECCN,Great Elm Capital Corp.,18.84,,,,,,,,,,,
1473,1473,GEC,"Great Elm Capital Group, Inc. ",2.46,$62.6M,,Technology,Computer Software: Prepackaged Software,2.55,,,,,,
1474,1474,GLDD,Great Lakes Dredge & Dock Corporation,8.58,$555.94M,,Basic Industries,Military/Government/Technical,8.47,,,,,,
1475,1475,GSBC,"Great Southern Bancorp, Inc.",39.01,$549.43M,1989.0,Finance,Major Banks,38.04,,,,,,
1476,1476,GRBK,"Green Brick Partners, Inc.",14.17,$717.24M,,Capital Goods,Homebuilding,13.80,,,,,,
1477,1477,GPP,Green Plains Partners LP,7.54,$174.63M,2015.0,Basic Industries,Major Chemicals,7.40,,,,,,
1478,1478,GPRE,"Green Plains, Inc.",12.05,$427.7M,,Basic Industries,Major Chemicals,,,,,,,
1479,1479,GRCY,Greencity Acquisition Corporation,,,,,,,,,,,,
1480,1480,GRCYU,Greencity Acquisition Corporation,,,,,,10.00,,,,,,
1481,1481,GCBC,"Greene County Bancorp, Inc.",22.31,$189.93M,,Finance,Banks,21.27,,,,,,
1482,1482,GTEC,Greenland Technologies Holding Corporation,2.85,$28.56M,2018.0,Technology,Industrial Machinery/Components,2.81,,,,,,
1483,1483,GNLN,"Greenlane Holdings, Inc.",3.13,$131.72M,2019.0,Capital Goods,Recreational Products/Toys,3.09,,,,,,
1484,1484,GLRE,"Greenlight Reinsurance, Ltd.",6.98,$259.25M,2007.0,Finance,Property-Casualty Insurers,,,,,,,
1485,1485,GRNQ,Greenpro Capital Corp.,1.08,$63.89M,,Technology,EDP Services,1.00,,,,,,
1486,1486,GNRS,Greenrose Acquisition Corp.,10.0267,$219.51M,2020.0,Finance,Business Services,9.88,,,,,,
